City,PM2.5,PM10,NOx,CO,NH3,O3,SO2,Benzene,Toluene,Xylene,AQI
Lucknow,177.9816129,118.1271029,32.30912333,2.053225806,23.48347602,40.22354839,8.877419355,2.424193548,8.927096774,3.070127823,330.5806452
Lucknow,220.853871,118.1271029,44.10548387,1.567741935,49.66,34.99064516,9.119677419,2.579032258,7.918387097,3.070127823,377.9677419
Lucknow,167.8396774,118.1271029,50.45322581,1.100967742,39.38322581,24.90774194,8.914193548,0.25,0.570322581,3.070127823,315.516129
Lucknow,136.2774194,118.1271029,55.62935484,1.746774194,24.88935484,25.26516129,12.49935484,3.114193548,14.81967742,3.070127823,272.6451613
Mumbai,67.45057795,118.1271029,26.82193548,0,23.48347602,34.49143048,14.53197726,0,0,0,166.4635815
Mumbai,67.45057795,118.1271029,26.81387097,0,23.48347602,34.49143048,14.53197726,0,0,0,166.4635815
Mumbai,67.45057795,118.1271029,32.30912333,0,23.48347602,34.49143048,14.53197726,1.587503373,4.210147781,1.485545721,166.4635815
Mumbai,67.45057795,118.1271029,78.35625366,1.485483871,23.48347602,34.49143048,14.53197726,0,0,0,166.4635815
Mumbai,65.84096774,194.3119355,101.3615563,2.632903226,23.48347602,52.36483871,23.84677419,2.172580645,8.70097208,3.070127823,165.516129
Mumbai,72.87064516,151.0480645,68.96258065,1.024193548,19.26419355,38.77258065,8.964516129,4.754516129,8.70097208,3.070127823,168.6451613
Patna,294.9829032,118.1271029,112.8787097,2.814516129,23.48347602,17.42870968,7.460322581,0.506129032,1.440645161,1.186129032,435.8064516
Patna,205.74,118.1271029,89.72258065,2.055483871,23.48347602,10.46709677,5.903548387,0.206129032,0.772903226,0.412258065,346.0944246
Patna,213.7919355,118.1271029,38.25483871,2.447419355,23.48347602,36.86870968,47.54935484,0.61516129,3.194516129,1.708709677,362.1762446
Patna,261.4625806,118.1271029,29.68935484,1.865806452,23.48347602,46.65612903,36.20870968,3.822580645,25.03709677,14.53741935,405.2903226
Patna,125.8787097,170.553871,89.59322581,1.933870968,27.94193548,15.66806452,9.718064516,2.283870968,4.37,3.549032258,262.8387097
Shillong,33.954876,65.18344592,1.034193548,0.318709677,2.523225806,34.76387097,6.962580645,37.67225806,37.61451613,3.070127823,100.1818005
Talcher,67.45057795,118.1271029,32.30912333,2.202650053,20.45560815,30.04769751,14.53197726,3.280840305,8.70097208,3.070127823,166.4635815
Talcher,105.5383871,328.746129,19.27870968,2.78516129,6.62483871,8.778387097,24.86283577,0.443656813,8.70097208,3.070127823,285.4343091
Talcher,157.0064516,278.4441935,17.26258065,1.643548387,2.43483871,17.79645161,15.23516129,0.333548387,8.70097208,3.070127823,292.7073278
Thiruvananthapuram,67.95516129,96.08258065,9.063225806,1.361935484,8.534193548,54.16129032,6.308709677,3.280840305,8.70097208,3.070127823,137.2580645
Thiruvananthapuram,60.03741935,94.58290323,6.660967742,0.468387097,6.225483871,74.23967742,16.39387097,3.280840305,8.70097208,3.070127823,128.1612903
Thiruvananthapuram,35.93903226,64.68032258,20.64483871,0.993870968,12.67548387,44.5116129,8.728387097,3.280840305,8.70097208,3.070127823,78.25806452
Visakhapatnam,68.47225806,112.0148387,32.92354839,1.264193548,13.72903226,71.17870968,7.948709677,5.751612903,8.690322581,5.239032258,139.5483871
Visakhapatnam,95.75908819,187.4774616,49.75314097,1.458896601,17.84001381,58.39013843,13.85535264,4.461694223,7.504610201,2.483883338,216.1888492
Visakhapatnam,113.8261477,212.3793548,47.85806452,1.102258065,13.87032258,79.95290323,19.30129032,4.61516129,7.449032258,2.86,263.1290323
Visakhapatnam,59.5316129,121.7216129,27.05516129,1.101935484,11.97806452,48.81451613,9.43,4.662580645,9.184193548,2.147096774,125.8536639
